[03:21:48.439] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:21:52.929] Start pre_training
[03:21:52.929] 27 iterations per epoch
[03:22:36.800] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:22:37.614] Start pre_training
[03:22:37.614] 27 iterations per epoch
[03:23:16.902] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[03:23:17.709] Start pre_training
[03:23:17.710] 27 iterations per epoch
[21:15:56.938] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[21:15:59.325] Start pre_training
[21:15:59.326] 27 iterations per epoch
[21:16:08.183] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224
[21:16:08.232] iteration 2: loss: 2.220989, mix_dice: 1.643955, mix_ce: 2.798024
[21:16:08.253] iteration 3: loss: 2.019784, mix_dice: 1.623401, mix_ce: 2.416168
[21:16:08.273] iteration 4: loss: 1.724046, mix_dice: 1.523630, mix_ce: 1.924462
[21:32:50.218] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359)
[21:32:50.372] Start pre_training
[21:32:50.372] 27 iterations per epoch
[21:32:51.177] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224
[21:32:51.207] iteration 2: loss: 2.220989, mix_dice: 1.643954, mix_ce: 2.798024
[21:32:51.228] iteration 3: loss: 2.019782, mix_dice: 1.623401, mix_ce: 2.416163
[21:32:51.249] iteration 4: loss: 1.724035, mix_dice: 1.523627, mix_ce: 1.924443
[21:32:51.995] iteration 5: loss: 1.449304, mix_dice: 1.530655, mix_ce: 1.367953
[21:32:52.017] iteration 6: loss: 1.161214, mix_dice: 1.409315, mix_ce: 0.913114
[22:01:13.580] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:01:14.774] Start pre_training
[22:01:14.775] 27 iterations per epoch
[22:16:45.993] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:16:46.155] Start pre_training
[22:16:46.155] 27 iterations per epoch
[22:16:48.887] iteration 1: loss: 2.326829, mix_dice: 1.653435, mix_ce: 3.000224, lr: 0.010000
[22:27:05.007] iteration 55: loss: 1.027059, mix_dice: 1.451637, mix_ce: 0.602480, lr: 0.009999
[22:27:05.036] iteration 56: loss: 0.962097, mix_dice: 1.427399, mix_ce: 0.496796, lr: 0.009999
[22:27:05.062] iteration 57: loss: 0.884177, mix_dice: 1.408430, mix_ce: 0.359924, lr: 0.009999
[22:27:05.109] iteration 58: loss: 0.873271, mix_dice: 1.378993, mix_ce: 0.367548, lr: 0.009999
[22:27:05.172] iteration 59: loss: 1.505426, mix_dice: 1.455287, mix_ce: 1.555565, lr: 0.009999
[22:27:05.195] iteration 60: loss: 0.927013, mix_dice: 1.383048, mix_ce: 0.470978, lr: 0.009999
[22:27:05.252] iteration 61: loss: 0.824061, mix_dice: 1.387953, mix_ce: 0.260169, lr: 0.009999
[22:27:05.281] iteration 62: loss: 0.827364, mix_dice: 1.352528, mix_ce: 0.302201, lr: 0.009999
[22:27:05.540] iteration 63: loss: 0.796579, mix_dice: 1.402981, mix_ce: 0.190176, lr: 0.009999
[22:33:09.800] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:33:09.969] Start pre_training
[22:33:09.970] 27 iterations per epoch
[22:33:10.832] iteration 1: loss: 2.348572, mix_dice: 1.670224, mix_ce: 3.026919, lr: 0.010000
[22:33:10.990] iteration 2: loss: 1.713266, mix_dice: 1.555480, mix_ce: 1.871051, lr: 0.010000
[22:33:11.450] iteration 3: loss: 1.168171, mix_dice: 1.419994, mix_ce: 0.916348, lr: 0.010000
[22:33:12.091] iteration 4: loss: 0.949675, mix_dice: 1.421455, mix_ce: 0.477895, lr: 0.010000
[22:33:12.428] iteration 5: loss: 0.852029, mix_dice: 1.431476, mix_ce: 0.272582, lr: 0.010000
[22:33:12.719] iteration 6: loss: 1.007843, mix_dice: 1.449366, mix_ce: 0.566321, lr: 0.010000
[22:33:13.286] iteration 7: loss: 0.881975, mix_dice: 1.395432, mix_ce: 0.368517, lr: 0.010000
[22:33:13.614] iteration 8: loss: 1.004265, mix_dice: 1.422314, mix_ce: 0.586216, lr: 0.010000
[22:33:14.112] iteration 9: loss: 0.902532, mix_dice: 1.442837, mix_ce: 0.362226, lr: 0.010000
[22:33:14.467] iteration 10: loss: 0.887658, mix_dice: 1.473849, mix_ce: 0.301468, lr: 0.010000
[22:33:14.984] iteration 11: loss: 0.873960, mix_dice: 1.469334, mix_ce: 0.278585, lr: 0.010000
[22:33:15.115] iteration 12: loss: 0.927270, mix_dice: 1.462091, mix_ce: 0.392450, lr: 0.010000
[22:33:15.654] iteration 13: loss: 0.975751, mix_dice: 1.483758, mix_ce: 0.467743, lr: 0.010000
[22:33:16.063] iteration 14: loss: 0.893663, mix_dice: 1.462954, mix_ce: 0.324371, lr: 0.010000
[22:33:17.118] iteration 15: loss: 0.894425, mix_dice: 1.470338, mix_ce: 0.318513, lr: 0.010000
[22:33:17.597] iteration 16: loss: 0.812530, mix_dice: 1.465989, mix_ce: 0.159072, lr: 0.010000
[22:33:17.716] iteration 17: loss: 0.948779, mix_dice: 1.428424, mix_ce: 0.469134, lr: 0.010000
[22:33:18.278] iteration 18: loss: 0.896284, mix_dice: 1.432099, mix_ce: 0.360469, lr: 0.010000
[22:33:18.787] iteration 19: loss: 0.967632, mix_dice: 1.449001, mix_ce: 0.486263, lr: 0.010000
[22:33:19.310] iteration 20: loss: 0.916667, mix_dice: 1.420737, mix_ce: 0.412597, lr: 0.010000
[22:33:20.161] iteration 21: loss: 0.888791, mix_dice: 1.420562, mix_ce: 0.357019, lr: 0.010000
[22:33:20.700] iteration 22: loss: 0.922355, mix_dice: 1.402017, mix_ce: 0.442694, lr: 0.010000
[22:33:21.039] iteration 23: loss: 0.878050, mix_dice: 1.412413, mix_ce: 0.343686, lr: 0.010000
[22:33:21.411] iteration 24: loss: 0.985329, mix_dice: 1.414634, mix_ce: 0.556023, lr: 0.010000
[22:33:22.240] iteration 25: loss: 0.855743, mix_dice: 1.465854, mix_ce: 0.245631, lr: 0.010000
[22:33:22.435] iteration 26: loss: 0.944158, mix_dice: 1.435902, mix_ce: 0.452414, lr: 0.010000
[22:33:22.579] iteration 27: loss: 0.943092, mix_dice: 1.432625, mix_ce: 0.453559, lr: 0.010000
[22:33:22.777] iteration 28: loss: 0.885693, mix_dice: 1.436245, mix_ce: 0.335141, lr: 0.010000
[22:33:23.287] iteration 29: loss: 0.929611, mix_dice: 1.410547, mix_ce: 0.448674, lr: 0.010000
[22:33:23.446] iteration 30: loss: 0.874352, mix_dice: 1.394174, mix_ce: 0.354529, lr: 0.010000
[22:39:24.455] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:39:24.615] Start pre_training
[22:39:24.615] 27 iterations per epoch
[22:39:25.295] iteration 1: loss: 2.348572, mix_dice: 1.670224, mix_ce: 3.026919, lr: 0.010000
[22:39:25.460] iteration 2: loss: 1.713333, mix_dice: 1.555495, mix_ce: 1.871172, lr: 0.010000
[22:39:25.614] iteration 3: loss: 1.168100, mix_dice: 1.420020, mix_ce: 0.916181, lr: 0.010000
[22:39:25.777] iteration 4: loss: 0.949117, mix_dice: 1.421339, mix_ce: 0.476894, lr: 0.010000
[22:39:25.927] iteration 5: loss: 0.854880, mix_dice: 1.434010, mix_ce: 0.275751, lr: 0.010000
[22:39:26.030] iteration 6: loss: 1.008747, mix_dice: 1.451482, mix_ce: 0.566012, lr: 0.010000
[22:39:26.170] iteration 7: loss: 0.869556, mix_dice: 1.393429, mix_ce: 0.345683, lr: 0.010000
[22:39:26.299] iteration 8: loss: 1.006332, mix_dice: 1.421972, mix_ce: 0.590692, lr: 0.010000
[22:39:26.422] iteration 9: loss: 0.904786, mix_dice: 1.440341, mix_ce: 0.369232, lr: 0.010000
[22:39:26.588] iteration 10: loss: 0.889870, mix_dice: 1.472720, mix_ce: 0.307021, lr: 0.010000
[22:39:26.716] iteration 11: loss: 0.862809, mix_dice: 1.456847, mix_ce: 0.268770, lr: 0.010000
[22:39:26.848] iteration 12: loss: 0.931772, mix_dice: 1.464792, mix_ce: 0.398752, lr: 0.010000
[22:39:26.967] iteration 13: loss: 1.024184, mix_dice: 1.478640, mix_ce: 0.569729, lr: 0.010000
[22:39:27.102] iteration 14: loss: 0.889387, mix_dice: 1.458039, mix_ce: 0.320736, lr: 0.010000
[22:39:27.253] iteration 15: loss: 0.895334, mix_dice: 1.469672, mix_ce: 0.320996, lr: 0.010000
[22:39:27.391] iteration 16: loss: 0.809480, mix_dice: 1.463845, mix_ce: 0.155115, lr: 0.010000
[22:39:27.509] iteration 17: loss: 0.967279, mix_dice: 1.444092, mix_ce: 0.490465, lr: 0.010000
[22:39:27.645] iteration 18: loss: 0.898386, mix_dice: 1.438692, mix_ce: 0.358080, lr: 0.010000
[22:39:27.778] iteration 19: loss: 0.983770, mix_dice: 1.459180, mix_ce: 0.508361, lr: 0.010000
[22:39:27.918] iteration 20: loss: 0.926826, mix_dice: 1.437308, mix_ce: 0.416345, lr: 0.010000
[22:39:28.105] iteration 21: loss: 0.899131, mix_dice: 1.446589, mix_ce: 0.351673, lr: 0.010000
[22:39:28.223] iteration 22: loss: 0.917917, mix_dice: 1.417457, mix_ce: 0.418377, lr: 0.010000
[22:39:28.358] iteration 23: loss: 0.883646, mix_dice: 1.428090, mix_ce: 0.339203, lr: 0.010000
[22:39:28.514] iteration 24: loss: 1.009881, mix_dice: 1.431064, mix_ce: 0.588698, lr: 0.010000
[22:39:28.657] iteration 25: loss: 0.847649, mix_dice: 1.456668, mix_ce: 0.238630, lr: 0.010000
[22:39:28.830] iteration 26: loss: 0.929540, mix_dice: 1.419638, mix_ce: 0.439443, lr: 0.010000
[22:39:28.993] iteration 27: loss: 0.947441, mix_dice: 1.421604, mix_ce: 0.473278, lr: 0.010000
[22:39:29.175] iteration 28: loss: 0.905292, mix_dice: 1.428577, mix_ce: 0.382008, lr: 0.010000
[22:39:29.314] iteration 29: loss: 0.938249, mix_dice: 1.396504, mix_ce: 0.479995, lr: 0.010000
[22:39:29.465] iteration 30: loss: 0.902163, mix_dice: 1.394441, mix_ce: 0.409885, lr: 0.010000
[22:39:29.601] iteration 31: loss: 0.973599, mix_dice: 1.430435, mix_ce: 0.516763, lr: 0.010000
[22:39:29.948] iteration 32: loss: 0.873072, mix_dice: 1.439407, mix_ce: 0.306738, lr: 0.010000
[22:39:30.068] iteration 33: loss: 0.882838, mix_dice: 1.431009, mix_ce: 0.334667, lr: 0.010000
[22:39:30.401] iteration 34: loss: 0.838773, mix_dice: 1.437163, mix_ce: 0.240382, lr: 0.010000
[22:39:30.744] iteration 35: loss: 0.951388, mix_dice: 1.413099, mix_ce: 0.489677, lr: 0.010000
[22:39:30.908] iteration 36: loss: 0.907250, mix_dice: 1.432855, mix_ce: 0.381645, lr: 0.010000
[22:39:31.222] iteration 37: loss: 0.809220, mix_dice: 1.430153, mix_ce: 0.188288, lr: 0.010000
[22:39:31.826] iteration 38: loss: 0.944441, mix_dice: 1.485797, mix_ce: 0.403085, lr: 0.010000
[22:39:31.976] iteration 39: loss: 0.883895, mix_dice: 1.420387, mix_ce: 0.347403, lr: 0.010000
[22:39:32.397] iteration 40: loss: 0.929767, mix_dice: 1.428808, mix_ce: 0.430725, lr: 0.010000
[22:39:32.749] iteration 41: loss: 0.840961, mix_dice: 1.427851, mix_ce: 0.254071, lr: 0.010000
[22:39:32.871] iteration 42: loss: 0.941165, mix_dice: 1.414960, mix_ce: 0.467370, lr: 0.010000
[22:39:33.210] iteration 43: loss: 0.930355, mix_dice: 1.465197, mix_ce: 0.395513, lr: 0.010000
[22:39:33.718] iteration 44: loss: 0.854864, mix_dice: 1.428594, mix_ce: 0.281133, lr: 0.010000
[22:39:34.344] iteration 45: loss: 0.876557, mix_dice: 1.382203, mix_ce: 0.370911, lr: 0.010000
[22:39:34.699] iteration 46: loss: 0.955277, mix_dice: 1.434927, mix_ce: 0.475628, lr: 0.009999
[22:39:34.831] iteration 47: loss: 1.006181, mix_dice: 1.438231, mix_ce: 0.574132, lr: 0.009999
[22:39:35.193] iteration 48: loss: 0.863132, mix_dice: 1.386688, mix_ce: 0.339577, lr: 0.009999
[22:39:35.549] iteration 49: loss: 0.879128, mix_dice: 1.394004, mix_ce: 0.364251, lr: 0.009999
[22:39:35.656] iteration 50: loss: 0.908734, mix_dice: 1.418467, mix_ce: 0.399002, lr: 0.009999
[22:39:35.789] iteration 51: loss: 0.842197, mix_dice: 1.436886, mix_ce: 0.247507, lr: 0.009999
[22:39:36.101] iteration 52: loss: 0.851888, mix_dice: 1.382217, mix_ce: 0.321558, lr: 0.009999
[22:39:36.700] iteration 53: loss: 0.869813, mix_dice: 1.421917, mix_ce: 0.317708, lr: 0.009999
[22:39:36.854] iteration 54: loss: 0.888989, mix_dice: 1.385048, mix_ce: 0.392930, lr: 0.009999
[22:39:36.994] iteration 55: loss: 0.924546, mix_dice: 1.457154, mix_ce: 0.391938, lr: 0.009999
[22:39:37.117] iteration 56: loss: 0.852425, mix_dice: 1.381301, mix_ce: 0.323548, lr: 0.009999
[22:39:37.263] iteration 57: loss: 0.820250, mix_dice: 1.418023, mix_ce: 0.222477, lr: 0.009999
[22:39:37.419] iteration 58: loss: 0.905583, mix_dice: 1.409412, mix_ce: 0.401755, lr: 0.009999
[22:39:37.590] iteration 59: loss: 1.005486, mix_dice: 1.475825, mix_ce: 0.535148, lr: 0.009999
[22:39:37.941] iteration 60: loss: 0.927501, mix_dice: 1.417754, mix_ce: 0.437248, lr: 0.009999
[22:39:38.294] iteration 61: loss: 0.834190, mix_dice: 1.374188, mix_ce: 0.294193, lr: 0.009999
[22:39:38.456] iteration 62: loss: 0.959575, mix_dice: 1.428787, mix_ce: 0.490362, lr: 0.009999
[22:39:38.778] iteration 63: loss: 0.819161, mix_dice: 1.409955, mix_ce: 0.228368, lr: 0.009999
[22:39:39.076] iteration 64: loss: 0.849071, mix_dice: 1.399529, mix_ce: 0.298614, lr: 0.009999
[22:39:39.434] iteration 65: loss: 0.927206, mix_dice: 1.371803, mix_ce: 0.482610, lr: 0.009999
[22:39:39.557] iteration 66: loss: 0.927822, mix_dice: 1.393841, mix_ce: 0.461803, lr: 0.009999
[22:39:39.935] iteration 67: loss: 0.893713, mix_dice: 1.337666, mix_ce: 0.449759, lr: 0.009999
[22:39:40.094] iteration 68: loss: 0.907951, mix_dice: 1.346626, mix_ce: 0.469276, lr: 0.009999
[22:39:40.451] iteration 69: loss: 0.852738, mix_dice: 1.348024, mix_ce: 0.357453, lr: 0.009999
[22:39:40.963] iteration 70: loss: 0.907263, mix_dice: 1.409692, mix_ce: 0.404835, lr: 0.009999
[22:39:41.540] iteration 71: loss: 0.836345, mix_dice: 1.397322, mix_ce: 0.275369, lr: 0.009999
[22:39:41.657] iteration 72: loss: 0.951813, mix_dice: 1.412549, mix_ce: 0.491077, lr: 0.009999
[22:39:41.759] iteration 73: loss: 1.011735, mix_dice: 1.463897, mix_ce: 0.559573, lr: 0.009999
[22:39:42.095] iteration 74: loss: 0.961468, mix_dice: 1.406003, mix_ce: 0.516932, lr: 0.009999
[22:39:42.274] iteration 75: loss: 0.792343, mix_dice: 1.419453, mix_ce: 0.165234, lr: 0.009999
[22:39:42.421] iteration 76: loss: 0.905378, mix_dice: 1.389385, mix_ce: 0.421371, lr: 0.009999
[22:39:42.857] iteration 77: loss: 0.927879, mix_dice: 1.424212, mix_ce: 0.431546, lr: 0.009999
[22:39:43.191] iteration 78: loss: 0.871430, mix_dice: 1.415809, mix_ce: 0.327051, lr: 0.009998
[22:39:43.308] iteration 79: loss: 0.815277, mix_dice: 1.427759, mix_ce: 0.202795, lr: 0.009998
[22:39:43.445] iteration 80: loss: 0.931262, mix_dice: 1.420350, mix_ce: 0.442174, lr: 0.009998
[22:39:43.621] iteration 81: loss: 0.891682, mix_dice: 1.382331, mix_ce: 0.401033, lr: 0.009998
[22:39:43.928] iteration 82: loss: 0.886854, mix_dice: 1.390850, mix_ce: 0.382859, lr: 0.009998
[22:39:44.297] iteration 83: loss: 0.786255, mix_dice: 1.404385, mix_ce: 0.168125, lr: 0.009998
[22:39:44.829] iteration 84: loss: 0.854175, mix_dice: 1.377408, mix_ce: 0.330942, lr: 0.009998
[22:39:45.204] iteration 85: loss: 0.857633, mix_dice: 1.398488, mix_ce: 0.316778, lr: 0.009998
[22:39:45.337] iteration 86: loss: 0.921516, mix_dice: 1.346973, mix_ce: 0.496060, lr: 0.009998
[22:39:45.786] iteration 87: loss: 0.907402, mix_dice: 1.418772, mix_ce: 0.396031, lr: 0.009998
[22:39:45.927] iteration 88: loss: 0.794666, mix_dice: 1.340966, mix_ce: 0.248367, lr: 0.009998
[22:39:46.267] iteration 89: loss: 0.849777, mix_dice: 1.368735, mix_ce: 0.330820, lr: 0.009998
[22:39:46.582] iteration 90: loss: 0.911807, mix_dice: 1.392162, mix_ce: 0.431452, lr: 0.009998
[22:39:46.714] iteration 91: loss: 0.892688, mix_dice: 1.382871, mix_ce: 0.402505, lr: 0.009998
[22:39:47.036] iteration 92: loss: 0.830664, mix_dice: 1.364539, mix_ce: 0.296789, lr: 0.009998
[22:39:47.374] iteration 93: loss: 0.867569, mix_dice: 1.379153, mix_ce: 0.355984, lr: 0.009998
[22:39:47.736] iteration 94: loss: 0.943474, mix_dice: 1.451359, mix_ce: 0.435589, lr: 0.009998
[22:39:48.063] iteration 95: loss: 0.833742, mix_dice: 1.385235, mix_ce: 0.282248, lr: 0.009998
[22:39:48.237] iteration 96: loss: 0.827509, mix_dice: 1.369702, mix_ce: 0.285316, lr: 0.009998
[22:39:48.368] iteration 97: loss: 0.944183, mix_dice: 1.394571, mix_ce: 0.493796, lr: 0.009998
[22:39:48.499] iteration 98: loss: 0.904531, mix_dice: 1.459946, mix_ce: 0.349116, lr: 0.009998
[22:39:48.661] iteration 99: loss: 0.776425, mix_dice: 1.335968, mix_ce: 0.216882, lr: 0.009998
[22:39:48.807] iteration 100: loss: 0.893288, mix_dice: 1.381073, mix_ce: 0.405505, lr: 0.009998
[22:39:49.167] iteration 101: loss: 0.890840, mix_dice: 1.384502, mix_ce: 0.397177, lr: 0.009997
[22:39:49.290] iteration 102: loss: 0.789198, mix_dice: 1.350274, mix_ce: 0.228122, lr: 0.009997
[22:39:49.595] iteration 103: loss: 0.794824, mix_dice: 1.372122, mix_ce: 0.217526, lr: 0.009997
[22:39:49.983] iteration 104: loss: 0.830679, mix_dice: 1.364907, mix_ce: 0.296451, lr: 0.009997
[22:39:50.313] iteration 105: loss: 0.795739, mix_dice: 1.355744, mix_ce: 0.235733, lr: 0.009997
[22:39:50.634] iteration 106: loss: 0.843739, mix_dice: 1.353084, mix_ce: 0.334394, lr: 0.009997
[22:39:50.746] iteration 107: loss: 0.967058, mix_dice: 1.429246, mix_ce: 0.504871, lr: 0.009997
[22:39:50.881] iteration 108: loss: 0.809294, mix_dice: 1.401132, mix_ce: 0.217455, lr: 0.009997
[22:39:51.001] iteration 109: loss: 0.961876, mix_dice: 1.403726, mix_ce: 0.520025, lr: 0.009997
[22:39:51.137] iteration 110: loss: 0.890418, mix_dice: 1.385511, mix_ce: 0.395324, lr: 0.009997
[22:39:51.256] iteration 111: loss: 0.886253, mix_dice: 1.352207, mix_ce: 0.420300, lr: 0.009997
[22:39:51.381] iteration 112: loss: 0.862528, mix_dice: 1.327926, mix_ce: 0.397130, lr: 0.009997
[22:52:54.681] Namespace(root_path='../data/MS_CMRSEG/mscmrseg19_split1', exp='msc01/diffrect', model='unet', max_iterations=30000, batch_size=8, deterministic=1, base_lr=0.01, patch_size=[256, 256], seed=1337, u_weight=0.5, num_classes=4, img_channels=1, load=False, gpu='5', conf_thresh=0.8, labeled_bs=4, labeled_num=7, refine_start=1000, ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=200.0, image_size=[256, 256], base_chn_rf=64, ldm_beta_sch='cosine', ts=10, ts_sample=2, ref_consistency_weight=-1, no_color=False, no_blur=False, rot=359, optimizer='adamw', weight_decay=0.01, momentum=0.9, beta1=0.9, beta2=0.999, scheduler='cosine', warmup_epochs=5, min_lr=1e-06, lr_decay=0.1, lr_decay_epochs=10)
[22:52:54.842] Start pre_training
[22:52:54.842] 27 iterations per epoch
[22:52:55.495] iteration 1: loss: 2.348572, mix_dice: 1.670224, mix_ce: 3.026919, lr: 0.010000
[22:52:55.671] iteration 2: loss: 1.713336, mix_dice: 1.555496, mix_ce: 1.871175, lr: 0.010000
[22:52:55.821] iteration 3: loss: 1.168115, mix_dice: 1.420022, mix_ce: 0.916209, lr: 0.010000
[22:52:55.983] iteration 4: loss: 0.949354, mix_dice: 1.421405, mix_ce: 0.477303, lr: 0.010000
[22:52:56.119] iteration 5: loss: 0.854080, mix_dice: 1.433178, mix_ce: 0.274983, lr: 0.010000
[22:52:56.227] iteration 6: loss: 1.007397, mix_dice: 1.449617, mix_ce: 0.565178, lr: 0.010000
[22:52:56.366] iteration 7: loss: 0.869283, mix_dice: 1.392267, mix_ce: 0.346300, lr: 0.010000
[22:52:56.496] iteration 8: loss: 1.005724, mix_dice: 1.422526, mix_ce: 0.588922, lr: 0.010000
[22:52:56.619] iteration 9: loss: 0.901073, mix_dice: 1.440834, mix_ce: 0.361312, lr: 0.010000
[22:52:56.776] iteration 10: loss: 0.888079, mix_dice: 1.472411, mix_ce: 0.303747, lr: 0.010000
[22:52:56.923] iteration 11: loss: 0.870524, mix_dice: 1.462806, mix_ce: 0.278241, lr: 0.010000
[22:52:57.058] iteration 12: loss: 0.927952, mix_dice: 1.460392, mix_ce: 0.395512, lr: 0.010000
[22:52:57.179] iteration 13: loss: 0.911039, mix_dice: 1.463447, mix_ce: 0.358632, lr: 0.010000
[22:52:57.316] iteration 14: loss: 0.889753, mix_dice: 1.459632, mix_ce: 0.319874, lr: 0.010000
[22:52:57.473] iteration 15: loss: 0.876541, mix_dice: 1.430842, mix_ce: 0.322239, lr: 0.010000
[22:52:57.612] iteration 16: loss: 0.800948, mix_dice: 1.435663, mix_ce: 0.166232, lr: 0.010000
[22:52:57.731] iteration 17: loss: 1.111382, mix_dice: 1.453179, mix_ce: 0.769585, lr: 0.010000
[22:52:57.853] iteration 18: loss: 0.896037, mix_dice: 1.437105, mix_ce: 0.354969, lr: 0.010000
